,An.Dirus.M,An.Minimus.M,Cx.Quin.M,An.Dirus.F,An.Minimus.F,Cx.Quin.F,time(s)
288,0.10134981,0.04093958,0.012259848,0.6705361,0.08144856,0.016580686,288
289,0.03629125,0.02532193,0.020595055,0.2721307,0.042369504,0.008097424,289
290,0.5299226,0.0130040785,0.019779343,0.051989757,0.050785244,0.07458964,290
291,0.43103716,0.010852769,0.041017424,0.051827118,0.029350774,0.05656887,291
292,0.030842585,0.0036103637,0.018426009,0.16903782,0.032179885,0.02378026,292
293,0.49334434,0.02795155,0.035024215,0.031271856,0.016286595,0.02819091,293
294,0.29898065,0.029168515,0.032508522,0.045753375,0.042384896,0.013796007,294
295,0.044118837,0.110221185,0.052310094,0.029197978,0.2269135,0.059475135,295
296,0.041559987,0.122755006,0.00777569,0.052158546,0.14671852,0.024052512,296
297,0.012814385,0.021311255,0.010585984,0.013707117,0.038141757,0.0046187136,297
298,0.023498086,0.061688915,0.010635629,0.1200279,0.09567941,0.009817518,298
299,0.017828938,0.056244712,0.033290748,0.20009921,0.10750768,0.019914666,299
300,0.07334416,0.035389043,0.0060897474,0.038215134,0.2790499,0.003428196,300
301,0.043685973,0.026470065,0.01599236,0.069527745,0.0811889,0.004589671,301
302,0.022645626,0.010851121,0.013730582,0.021520434,0.01069049,0.0072466163,302
303,0.38342956,0.038066734,0.19968541,0.013413898,0.05045636,0.023228733,303
304,0.9130141,0.02558412,0.0791179,0.004236159,0.017101131,0.017557058,304
305,0.52159286,0.0039796494,0.06340223,0.015398685,0.011117948,0.011538195,305
306,0.27064928,0.013281991,0.007292563,0.09340297,0.026896713,0.3017233,306
307,0.015523063,0.052409977,0.03470883,0.0122574875,0.029579163,0.0066762604,307
308,0.69764984,0.021966415,0.23146811,0.027597275,0.044916257,0.0147828525,308
309,0.75585634,0.034545213,0.1287756,0.008170457,0.026907457,0.024923123,309
310,0.063286565,0.020759135,0.023627736,0.029151343,0.13403903,0.02667596,310
311,0.026486658,0.08189462,0.025304895,0.021786856,0.51188314,0.016592376,311
312,0.51668876,0.16435732,0.05281259,0.029864665,0.34459388,0.145432,312
313,0.8342107,0.04870743,0.052693535,0.008045009,0.01772425,0.048826113,313
314,0.90454173,0.02370508,0.053597953,0.056659896,0.056060024,0.11532568,314
315,0.25979832,0.07532348,0.007438181,0.06329115,0.40157846,0.034800507,315
316,0.8039537,0.10007843,0.0107766,0.060109507,0.20004691,0.016656589,316
317,0.8635717,0.014938186,0.023628714,0.0151709,0.007208433,0.104566745,317
318,0.05278531,0.21202077,0.02187751,0.04965642,0.018958464,0.014917368,318
319,0.028381454,0.05631576,0.033077862,0.10979328,0.108709894,0.031669922,319
320,0.08470945,0.015406959,0.01243133,0.039826702,0.071021676,0.030210467,320
321,0.12548682,0.008253191,0.049924474,0.090904996,0.04198036,0.029410223,321
322,0.8989254,0.047354672,0.061514083,0.0662127,0.04175226,0.061567727,322
323,0.11325987,0.007031893,0.042143166,0.09640988,0.07729607,0.03427373,323
324,0.2802278,0.046823338,0.01264417,0.03800834,0.04158203,0.06886116,324
325,0.11748568,0.023512999,0.019678723,0.042990793,0.06987912,0.019261442,325
326,0.7953861,0.0129984,0.091049835,0.008690894,0.0380069,0.013892864,326
327,0.8484448,0.023096202,0.23343967,0.030115932,0.03480171,0.028557032,327
328,0.26319578,0.010351496,0.07068632,0.3195906,0.10306302,0.00703631,328
329,0.1091548,0.023738887,0.01801508,0.05683381,0.018664366,0.017724033,329
330,0.71403,0.15630507,0.03818913,0.03089498,0.12166812,0.01656679,330
331,0.60222584,0.026160138,0.021190101,0.012824027,0.12485414,0.09023781,331
332,0.04185068,0.0028929547,0.008827299,0.34013805,0.1792008,0.013404724,332
333,0.1163639,0.037959658,0.06680213,0.05044419,0.11996458,0.19170465,333
334,0.81529,0.02140937,0.03894538,0.22965662,0.06431358,0.381509,334
335,0.88128304,0.010609529,0.02699408,0.0151938,0.018404718,0.082982585,335
336,0.5887302,0.034217313,0.009258714,0.272983,0.009168046,0.025646264,336
